"","Species 1","Species 2","Species with highest g","High g i-value","High g e-value","High g s-value","Low g s-value","Low g i-value","Low g e-value","Does the species with the highest g have the highest s?","Does the species with the highest g have the highest i?","Does the species with the highest g have the highest e?","g for high g species divded by g for low g species","s for high g species divded by s for low g species","i for high g species divded by i for low g species","e for high g species divded by e for low g species","Number of species with high g and high s","Number of species with high g and high i","Number of species with high g and high e","Average g for g high divided by g for g low","Average s for g high divided by s for g low","Average i for g high divided by i for g low","Average e for g high divided by e for g low","Standard Error for average g","Standard Error for average s","Standard Error for average i","Standard Error for average e","e for Species with highest g","s for Species with highest g","i for Species with highest g","e for Species with lowest g","s for Species with lowest g","i for Species with lowest g","Change in g due to high i divided by low g","Change in g due to high s divided low g","Change in g due to high e divided by low g","Change in g due to high ie divided by low g","High ies","Low ies","High ies divided by Low ies","Change in g due to high i/low g","Change in g due to high s/low g","Change in g due to high e/low g","Change in g due to high ie/low g"
"34","Cycas_revoluta","Nageia_nagi","Nageia_nagi","439.6933333","0.093","894.9145802","439.6933333","0.093","894.9145802","0","1","1","1.52369874933257","0.313774744068465","1.97872340425532","1.05221574578469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"894.9145802","439.6933333","0.093","850.5048359","1401.3025","0.047","1.7361376266067","0.533187904766656","0.861180894405492","1.66190158349127","1.02857165977714","0.902768794635492","1.13935225263568","1.9231254302578","0.590614017603411","0.953932944429263","1.84089391809593"
"35","Cycas_revoluta","Pinus_roxburghii","Cycas_revoluta","1401.3025","0.047","850.5048359","1401.3025","0.047","850.5048359","1","0","0","6.03413546951764","1.36559763476846","0.616110637740054","0.500105142848065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"850.5048359","1401.3025","0.047","1700.652049","1026.145963","0.076285","0.405667609239944","0.765371034344434","1.27200765832594","0.78839150362646","0.902768794635492","0.666319296653706","1.354859148113","0.608818641869191","1.14865506400336","1.90900618474362","1.18320376970291"
"36","Cycas_revoluta","Podocarpus_macrophyllus","Podocarpus_macrophyllus","619.04","0.132","979.2786638","619.04","0.132","979.2786638","0","1","1","1.40650774402114","0.4417604335966","2.80851063829787","1.15140869571157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"979.2786638","619.04","0.132","850.5048359","1401.3025","0.047","2.40685882908439","0.626300329175383","0.791881421778343","2.14692455178471","1.58509695024787","0.902768794635492","1.755817170096","2.66608553971584","0.693754960181429","0.87716968783583","2.37815547518074"
"37","Cycas_revoluta","Sequoia_sempervirens","Sequoia_sempervirens","3295.472578","0.090797546","821.8244381","3295.472578","0.090797546","821.8244381","1","1","0","2.71306668661343","2.35172104381459","1.93186268085106","0.966278383626531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821.8244381","3295.472578","0.090797546","850.5048359","1401.3025","0.047","1.69730529714841","1.25676035365401","0.931830177518783","1.74791990865252","2.23993748104792","0.902768794635492","2.48118620665475","1.88011072960683","1.39211762870188","1.03219139059301","1.93617670331447"
"38","Cycas_revoluta","Taxodium_distichum","Taxodium_distichum","839.5619768","0.150920245","809.012658","839.5619768","0.150920245","809.012658","0","1","0","2.29636609062774","0.599129721669661","3.21106904255319","0.951214647878994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"809.012658","839.5619768","0.150920245","850.5048359","1401.3025","0.047","2.72113018677613","0.720479211557428","0.945425558476103","2.82783738594906","2.41691776413732","0.902768794635492","2.67722785556981","3.01420496914144","0.798077221807753","1.04725103935148","3.1324048889958"
"39","Cycas_revoluta","Zamia_integrifolia","Zamia_integrifolia","924.5","0.067","921.3870293","924.5","0.067","921.3870293","0","1","1","1.20399238149137","0.659743345922811","1.42553191489362","1.08334131730714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"921.3870293","924.5","0.067","850.5048359","1401.3025","0.047","1.2709503155907","0.752512273755756","0.838164588943274","1.18280325653687","0.994029257123028","0.902768794635492","1.10108951819096","1.40783589679113","0.833560351473597","0.928437706225431","1.31019510595118"
"40","Dioon_merolae","Ginkgo_biloba","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","1","1","3.48810452638024","1.99530612244898","1.82352941176471","1.58491294146153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","1057.446709","612.5","0.068","1.3768919525086","1.00033309019397","0.471916164229295","0.893743527870683","1.20353896033045","0.736753714752441","1.63357026402622","1.86886326453237","1.35775778277561","0.64053448904274","1.21308316466513"
"41","Dioon_merolae","Lepidozamia_hopei","Dioon_merolae","612.5","0.068","1057.446709","612.5","0.068","1057.446709","0","1","0","1.00782949123064","0.256934073862778","1.47826086956522","0.759809618916923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1057.446709","612.5","0.068","1391.725878","2383.88","0.046","1.02317485737572","0.377572578259013","0.903004351450497","1.30093365912907","0.736753714752441","0.702658443722417","1.048523249574","1.4561482417479","0.537348667239771","1.28512559625232","1.85144528006696"
"42","Dioon_merolae","Lepidozamia_peroffskyana","Lepidozamia_peroffskyana","2201.34","0.046","1325.769666","2201.34","0.046","1325.769666","1","0","1","1.00099554026686","3.59402448979592","0.676470588235294","1.25374607979417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1325.769666","2201.34","0.046","1057.446709","612.5","0.068","0.493687519140466","1.26380293193257","0.592504228697762","0.395947254015765","0.710472708806722","0.736753714752441","0.964328641417778","0.670084872671938","1.71536689483436","0.804209353592268","0.537421455891552"
"43","Dioon_merolae","Macrozamia_miquelii","Macrozamia_miquelii","1635.92","0.081","1266.039695","1635.92","0.081","1266.039695","1","1","1","1.54294346187391","2.67088979591837","1.19117647058824","1.19726099123923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1266.039695","1635.92","0.081","1057.446709","612.5","0.068","0.882573632268023","1.12766622844676","0.61950467876811","0.743107585332829","1.13676932758888","0.736753714752441","1.54294346241722","1.19792220194584","1.53058777426819","0.840857217769539","1.00862414461327"
"44","Dioon_merolae","Metasequoia_glyptostroboides","Metasequoia_glyptostroboides","2308.218656","0.135582822","571.5825887","2308.218656","0.135582822","571.5825887","1","1","0","4.92647994687777","3.76852025469388","1.99386502941176","0.540530869154183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"571.5825887","2308.218656","0.135582822","1057.446709","612.5","0.068","1.51328863426274","1.28588692222424","1.31760523265104","2.61453914264617","3.6296024003451","0.736753714752441","4.92647994528904","2.05399525507819","1.74534162024051","1.78839306306555","3.54872882252747"
"45","Dioon_merolae","Nageia_nagi","Nageia_nagi","439.6933333","0.093","894.9145802","439.6933333","0.093","894.9145802","0","1","0","1.70746655268014","0.717866666612245","1.36764705882353","0.846297569970498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"894.9145802","439.6933333","0.093","1057.446709","612.5","0.068","1.01865023621862","0.631453110955095","0.864197002987154","1.19152307545744","1.02857165977714","0.736753714752441","1.39608615359714","1.38261974907165","0.857074892614924","1.17297949868843","1.61726103526714"
"46","Dioon_merolae","Pinus_roxburghii","Dioon_merolae","612.5","0.068","1057.446709","612.5","0.068","1057.446709","0","0","0","5.38470557667767","0.596893640948817","0.891394114177099","0.621788983597079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1057.446709","612.5","0.068","1700.652049","1026.145963","0.076285","0.591947293800826","0.524832815770771","1.04154563017935","0.928199498938488","0.736753714752441","0.666319296653706","1.10570670615793","0.888383837558989","0.787659637663972","1.56313292352488","1.39302509112367"
"47","Dioon_merolae","Podocarpus_macrophyllus","Podocarpus_macrophyllus","619.04","0.132","979.2786638","619.04","0.132","979.2786638","1","1","0","1.57614156345121","1.01067755102041","1.94117647058824","0.926078501607025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"979.2786638","619.04","0.132","1057.446709","612.5","0.068","1.47094776233807","0.740356097764015","0.792996317564275","1.57816387268847","1.58509695024787","0.736753714752441","2.15146109006113","1.99652574922181","1.00488953491437","1.07633840411749","2.14205078452676"
"48","Dioon_merolae","Sequoia_sempervirens","Sequoia_sempervirens","3295.472578","0.090797546","821.8244381","3295.472578","0.090797546","821.8244381","1","1","0","3.04027986149646","5.38036339265306","1.33525802941176","0.777178113190383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821.8244381","3295.472578","0.090797546","1057.446709","612.5","0.068","0.993567979478163","1.45119451072217","0.93709176785634","1.25869699771779","2.23993748104792","0.736753714752441","3.04027986041518","1.3485754595917","1.96971454865319","1.27191997691008","1.70843658133536"
"49","Dioon_merolae","Taxodium_distichum","Taxodium_distichum","839.5619768","0.150920245","809.012658","839.5619768","0.150920245","809.012658","1","1","0","2.57332251153532","1.3707134315102","2.21941536764706","0.765062344148825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"809.012658","839.5619768","0.150920245","1057.446709","612.5","0.068","1.69608320561309","0.849798865777425","0.951155013234873","2.15514534859426","2.41691776413732","0.736753714752441","3.28049620346935","2.30210336459993","1.15343682530731","1.29100809970734","2.92519101762306"
"50","Dioon_merolae","Zamia_integrifolia","Zamia_integrifolia","924.5","0.067","921.3870293","924.5","0.067","921.3870293","1","0","0","1.34920155442716","1.50938775510204","0.985294117647059","0.871331880328354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"921.3870293","924.5","0.067","1057.446709","612.5","0.068","0.725604792010154","0.886837468046918","0.840516242632309","0.827871698391048","0.994029257123028","0.736753714752441","1.34920155435801","0.98486750386317","1.20370953045674","1.14083746820976","1.12367495652088"
"51","Ginkgo_biloba","Lepidozamia_hopei","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","0","1","1","3.51541461018109","0.51266213064416","2.69565217391304","1.20423209806838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","1391.725878","2383.88","0.046","1.79735291565394","0.522534089773803","0.591139423709803","1.5436182054763","1.20353896033045","0.702658443722417","1.71283640164424","2.55793256554671","0.743653042871891","0.841289859946991","2.19682581098549"
"52","Ginkgo_biloba","Lepidozamia_peroffskyana","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","0","1","1","3.48463543149284","0.55517321267955","2.69565217391304","1.2641418920502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","1325.769666","2201.34","0.046","1.82399783705156","0.547423535767221","0.570861781172973","1.50262580177495","1.20353896033045","0.710472708806722","1.6939974546691","2.56730176182989","0.7705060714952","0.803495720661482","2.114966251552"
"53","Ginkgo_biloba","Macrozamia_miquelii","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","0","1","1","2.26068200978921","0.747056702039219","1.53086419753086","1.32378232737797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","1266.039695","1635.92","0.081","1.71914170496053","1.00862267792391","0.880754168955357","1.34970430182896","1.20353896033045","1.13676932758888","1.05873630746458","1.51230479503426","0.887271193411971","0.774787063285269","1.1873159040029"
"54","Ginkgo_biloba","Metasequoia_glyptostroboides","Metasequoia_glyptostroboides","2308.218656","0.135582822","571.5825887","2308.218656","0.135582822","571.5825887","1","1","0","1.41236591668031","1.88869277365245","1.09340985483871","0.341047672092155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"571.5825887","2308.218656","0.135582822","1675.960974","1222.125","0.124","1.3202462293318","1.52704737574837","2.98866206686049","3.23051206316601","3.6296024003451","1.20353896033045","3.01577474429955","1.09697007977981","1.26879762606862","2.48322835019808","2.68417738822434"
"55","Ginkgo_biloba","Nageia_nagi","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","1","1","2.0428537946498","2.77949404151223","1.33333333333333","1.87276083224105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","894.9145802","439.6933333","0.093","1.39451077457037","1.57996806343411","0.561784302390121","0.767898651669848","1.20353896033045","1.02857165977714","1.17010705952293","1.35577405941023","1.53607971638693","0.546179060107335","0.746567965751873"
"56","Ginkgo_biloba","Pinus_roxburghii","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","1","0","18.7824158952343","1.19098553623604","1.62548338467589","0.985481406961219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","1700.652049","1026.145963","0.076285","1.104648134906","0.720636768043971","0.675663359136871","1.11962437727928","1.20353896033045","0.666319296653706","1.80624959591398","1.65783602614183","1.08151868280425","1.01402340068807","1.68031210097336"
"57","Ginkgo_biloba","Podocarpus_macrophyllus","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","0","1","2.21306550583089","1.9742262212458","0.939393939393939","1.71142396536711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","979.2786638","619.04","0.132","1.48443897566065","2.05186258589452","0.961229050106431","0.898030707045634","1.20353896033045","1.58509695024787","0.759284130943689","0.936497275720909","1.29447134799777","0.606416566479494","0.566546233594862"
"58","Ginkgo_biloba","Sequoia_sempervirens","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","0","1","1","1.1472971848925","0.370849694868861","1.36567567586023","2.03931751880572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","821.8244381","3295.472578","0.090797546","2.8364060953081","1.66329590101436","1.28574703170729","1.7056046544126","1.20353896033045","2.23993748104792","0.537309175150456","1.26628806353164","0.742563538084206","0.574010231350642","0.761451901601586"
"59","Ginkgo_biloba","Taxodium_distichum","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","0","1","1.35548673387975","1.45566978230499","0.821626018431126","2.07161279545765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","809.012658","839.5619768","0.150920245","1.98781176253387","2.72282141101198","1.26890392009046","1.02763396979192","1.20353896033045","2.41691776413732","0.49796438182084","0.822457342996686","1.12656766871166","0.525009141361239","0.425183671964411"
"60","Ginkgo_biloba","Zamia_integrifolia","Ginkgo_biloba","1222.125","0.124","1675.960974","1222.125","0.124","1675.960974","1","1","1","2.58531018952258","1.32193077339102","1.85074626865672","1.81895438149728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675.960974","1222.125","0.124","921.3870293","924.5","0.067","1.83934180103931","1.11868230058854","0.56353691682663","1.07118859179662","1.20353896033045","0.994029257123028","1.21076814561152","1.85039000397517","1.12540178528174","0.566921861492938","1.07762280045651"
"61","Lepidozamia_hopei","Lepidozamia_peroffskyana","Lepidozamia_peroffskyana","2201.34","0.046","1325.769666","2201.34","0.046","1325.769666","0","0","0","1.0088328260713","0.923427353725859","1","0.952608331106997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1325.769666","2201.34","0.046","1391.725878","2383.88","0.046","0.702658443722417","0.679188229004312","0.734826268718235","0.734826268718235","0.710472708806722","0.702658443722417","1.01112100075665","1","0.9665979752641","1.04578017283249","1.04578017283249"
"62","Lepidozamia_hopei","Macrozamia_miquelii","Macrozamia_miquelii","1635.92","0.081","1266.039695","1635.92","0.081","1266.039695","0","1","0","1.55502392417803","0.686242596103831","1.76086956521739","0.909690417497576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1266.039695","1635.92","0.081","1391.725878","2383.88","0.046","1.20810322349584","0.596355516908631","0.766608749892914","1.31096645362103","1.13676932758888","0.702658443722417","1.61781209312266","1.71933210835092","0.848713229359866","1.09101193722474","1.86572361768832"
"63","Lepidozamia_hopei","Metasequoia_glyptostroboides","Metasequoia_glyptostroboides","2308.218656","0.135582822","571.5825887","2308.218656","0.135582822","571.5825887","0","1","0","4.96505177841979","0.968261261472893","2.94745265217391","0.410700553704873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"571.5825887","2308.218656","0.135582822","1391.725878","2383.88","0.046","1.95044598314832","0.693096043335614","1.54207084444954","3.64231248437452","3.6296024003451","0.702658443722417","5.16552876119562","2.77580949972735","0.986391111538993","2.19462365851641","5.18361732775733"
"64","Lepidozamia_hopei","Nageia_nagi","Nageia_nagi","439.6933333","0.093","894.9145802","439.6933333","0.093","894.9145802","0","1","0","1.72083514708096","0.184444407142977","2.02173913043478","0.643025034129602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"894.9145802","439.6933333","0.093","1391.725878","2383.88","0.046","1.37595315979717","0.321792534409392","1.04833849266157","1.97593600507346","1.02857165977714","0.702658443722417","1.46382879045495","1.95821052474356","0.457964374134121","1.49196028600734","2.81208604653736"
"65","Lepidozamia_hopei","Pinus_roxburghii","Lepidozamia_hopei","2383.88","0.046","1391.725878","2383.88","0.046","1391.725878","1","0","0","5.34287359472137","2.3231392861797","0.603001900766861","0.818348396909496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1391.725878","2383.88","0.046","1700.652049","1026.145963","0.076285","0.396875986120352","0.955580313736302","0.80573523442379","0.481947444780196","0.702658443722417","0.666319296653706","1.05453713745228","0.595624332228536","1.43411772484345","1.20923292852276","0.723298045247321"
"66","Lepidozamia_hopei","Podocarpus_macrophyllus","Podocarpus_macrophyllus","619.04","0.132","979.2786638","619.04","0.132","979.2786638","0","1","0","1.5884819500005","0.259677500545329","2.8695652173913","0.703643353393189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"979.2786638","619.04","0.132","1391.725878","2383.88","0.046","1.90333776969725","0.379498798786322","0.967512205793062","2.48839061455163","1.58509695024787","0.702658443722417","2.25585697348292","2.70876666565635","0.540089999880855","1.37693101739097","3.5413943101133"
"67","Lepidozamia_hopei","Sequoia_sempervirens","Sequoia_sempervirens","3295.472578","0.090797546","821.8244381","3295.472578","0.090797546","821.8244381","1","1","0","3.06408370601074","1.38239868533651","1.97385969565217","0.590507406013758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821.8244381","3295.472578","0.090797546","1391.725878","2383.88","0.046","1.34534843876183","0.802735084541146","1.13013356926102","2.06874000450038","2.23993748104792","0.702658443722417","3.18780411885692","1.91465490919697","1.14242572862081","1.60836830377217","2.94416159512861"
"68","Lepidozamia_hopei","Taxodium_distichum","Taxodium_distichum","839.5619768","0.150920245","809.012658","839.5619768","0.150920245","809.012658","0","1","0","2.593470317573","0.352182986056345","3.28087489130435","0.581301728155406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"809.012658","839.5619768","0.150920245","1391.725878","2383.88","0.046","2.1496520346341","0.438673167588311","1.14580420854054","3.16578983788794","2.41691776413732","0.702658443722417","3.43967653947686","3.05931289069276","0.624304982751488","1.63067023356398","4.50544623233557"
"69","Lepidozamia_hopei","Zamia_integrifolia","Zamia_integrifolia","924.5","0.067","921.3870293","924.5","0.067","921.3870293","0","1","0","1.35976511616592","0.387813144956961","1.45652173913043","0.662046343942453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"921.3870293","924.5","0.067","1391.725878","2383.88","0.046","1.00881409504034","0.459016197290407","1.02155937174753","1.44309432570949","0.994029257123028","0.702658443722417","1.41466919810575","1.43571048502033","0.653256502346593","1.45384913662419","2.05376358684957"
